image,label,vietnamese_label,texts,symptoms,visual_analysis,leaf_area_ratio,background_ratio,lesion_area_ratio,annotation_confidence,metadata_quality,weather,humidity,temperature,severity,growth_stage,location,farmer_note
dataset/raw/Hispa/IMG_20190419_112535.jpg,Hispa,Sâu Hispa,Lá có dấu hiệu bị sâu phá hoại nghiêm trọng. | Xuất hiện nhiều vùng bạc màu trên phiến lá. | Phiến lá bị sâu Hispa gây hại tạo thành các sọc trắng. | Các sọc trắng dài do sâu ăn biểu hiện rõ trên lá.,bề mặt lá hư hại | vết trắng trên lá | sâu ăn biểu bì lá | lá mất màu xanh,Ảnh chứa phần lớn phiến lá và cho thấy cấu trúc lá rõ ràng. | Lá xuất hiện nhiều vệt trắng dọc theo chiều dài phiến lá do sâu Hispa. | Biểu hiện vết trắng rõ rệt trên bề mặt lá.,0.8924,0.1076,0.7002,0.92,high,sunny,63,35,severe,booting,Thai Binh,Bệnh xuất hiện sau nhiều ngày ẩm ướt.
dataset/raw/Hispa/IMG_20190419_112546.jpg,Hispa,Sâu Hispa,Lá có dấu hiệu bị sâu phá hoại nghiêm trọng. | Lá lúa xuất hiện nhiều vệt trắng do sâu ăn phá. | Phiến lá bị sâu Hispa gây hại tạo thành các sọc trắng. | Các sọc trắng dài do sâu ăn biểu hiện rõ trên lá.,vết trắng trên lá | lá bị cào xước | lá mất màu xanh | bề mặt lá hư hại,Ảnh chứa phần lớn phiến lá và cho thấy cấu trúc lá rõ ràng. | Lá xuất hiện nhiều vệt trắng dọc theo chiều dài phiến lá do sâu Hispa. | Biểu hiện vết trắng rõ rệt trên bề mặt lá.,0.8765,0.1235,0.6546,0.92,high,hot,91,27,severe,flowering,Thai Binh,Ruộng có dấu hiệu lây lan.
dataset/raw/Hispa/IMG_20190419_112955.jpg,Hispa,Sâu Hispa,Lá có dấu hiệu bị sâu phá hoại nghiêm trọng. | Lá lúa xuất hiện nhiều vệt trắng do sâu ăn phá. | Lá bị côn trùng ăn làm mất lớp biểu bì. | Các sọc trắng dài do sâu ăn biểu hiện rõ trên lá.,vết trắng trên lá | lá bị cào xước | sâu ăn biểu bì lá | bề mặt lá hư hại,Ảnh chứa phần lớn phiến lá và cho thấy cấu trúc lá rõ ràng. | Lá xuất hiện nhiều vệt trắng dọc theo chiều dài phiến lá do sâu Hispa. | Biểu hiện vết trắng rõ rệt trên bề mặt lá.,0.913,0.087,0.4267,0.92,high,hot,69,27,severe,seedling,Nam Dinh,Bệnh xuất hiện ở nhiều vị trí trên ruộng.
dataset/raw/Hispa/IMG_20190419_113353.jpg,Hispa,Sâu Hispa,Xuất hiện nhiều vùng bạc màu trên phiến lá. | Phiến lá bị sâu Hispa gây hại tạo thành các sọc trắng. | Lá lúa xuất hiện nhiều vệt trắng do sâu ăn phá. | Các sọc trắng dài do sâu ăn biểu hiện rõ trên lá.,sâu ăn biểu bì lá | lá bị cào xước | vết trắng trên lá | lá mất màu xanh,Ảnh chứa phần lớn phiến lá và cho thấy cấu trúc lá rõ ràng. | Lá xuất hiện nhiều vệt trắng dọc theo chiều dài phiến lá do sâu Hispa. | Biểu hiện vết trắng rõ rệt trên bề mặt lá.,0.9983,0.0017,0.0889,0.92,high,sunny,71,24,severe,tillering,Long An,Bệnh xuất hiện ở nhiều vị trí trên ruộng.
dataset/raw/Hispa/IMG_20190419_113551.jpg,Hispa,Sâu Hispa,Phiến lá bị sâu Hispa gây hại tạo thành các sọc trắng. | Bề mặt lá xuất hiện các đường trắng kéo dài. | Lá có dấu hiệu bị sâu phá hoại nghiêm trọng. | Các sọc trắng dài do sâu ăn biểu hiện rõ trên lá.,lá mất màu xanh | vết trắng trên lá | sâu ăn biểu bì lá | bề mặt lá hư hại,Ảnh chứa phần lớn phiến lá và cho thấy cấu trúc lá rõ ràng. | Lá xuất hiện nhiều vệt trắng dọc theo chiều dài phiến lá do sâu Hispa. | Biểu hiện vết trắng rõ rệt trên bề mặt lá.,0.7995,0.2005,0.6285,0.92,high,sunny,60,34,severe,flowering,Long An,Bệnh xuất hiện sau nhiều ngày ẩm ướt.
dataset/raw/Hispa/IMG_20190419_113616.jpg,Hispa,Sâu Hispa,Lá bị côn trùng ăn làm mất lớp biểu bì. | Lá lúa xuất hiện nhiều vệt trắng do sâu ăn phá. | Bề mặt lá xuất hiện các đường trắng kéo dài.,lá mất màu xanh | bề mặt lá hư hại | vết trắng trên lá | sâu ăn biểu bì lá,Ảnh chứa phần lớn phiến lá và cho thấy cấu trúc lá rõ ràng. | Lá có dấu hiệu tổn thương do sâu làm mất màu xanh và xuất hiện các vệt trắng.,0.9999,0.0001,0.0146,0.72,low,dry,75,29,mild,booting,Thai Binh,Nhiều lá xuất hiện triệu chứng tương tự.
dataset/raw/Hispa/IMG_20190419_113859.jpg,Hispa,Sâu Hispa,Bề mặt lá xuất hiện các đường trắng kéo dài. | Lá có dấu hiệu bị sâu phá hoại nghiêm trọng. | Xuất hiện nhiều vùng bạc màu trên phiến lá. | Các sọc trắng dài do sâu ăn biểu hiện rõ trên lá.,vết trắng trên lá | bề mặt lá hư hại | sâu ăn biểu bì lá | lá bị cào xước,Ảnh chứa phần lớn phiến lá và cho thấy cấu trúc lá rõ ràng. | Lá xuất hiện nhiều vệt trắng dọc theo chiều dài phiến lá do sâu Hispa. | Biểu hiện vết trắng rõ rệt trên bề mặt lá.,0.9515,0.0485,0.5839,0.92,high,dry,63,33,severe,flowering,Dong Thap,Ruộng có dấu hiệu lây lan.
dataset/raw/Hispa/IMG_20190419_113928.jpg,Hispa,Sâu Hispa,Xuất hiện nhiều vùng bạc màu trên phiến lá. | Phiến lá bị sâu Hispa gây hại tạo thành các sọc trắng. | Bề mặt lá xuất hiện các đường trắng kéo dài. | Các sọc trắng dài do sâu ăn biểu hiện rõ trên lá.,vết trắng trên lá | bề mặt lá hư hại | lá mất màu xanh | lá bị cào xước,Ảnh chứa phần lớn phiến lá và cho thấy cấu trúc lá rõ ràng. | Lá xuất hiện nhiều vệt trắng dọc theo chiều dài phiến lá do sâu Hispa. | Biểu hiện vết trắng rõ rệt trên bề mặt lá.,0.9982,0.0018,0.1033,0.92,high,dry,84,32,severe,flowering,An Giang,Nhiều lá xuất hiện triệu chứng tương tự.
dataset/raw/Hispa/IMG_20190419_114323.jpg,Hispa,Sâu Hispa,Lá bị côn trùng ăn làm mất lớp biểu bì. | Lá có dấu hiệu bị sâu phá hoại nghiêm trọng. | Phiến lá bị sâu Hispa gây hại tạo thành các sọc trắng. | Các sọc trắng dài do sâu ăn biểu hiện rõ trên lá.,lá mất màu xanh | bề mặt lá hư hại | sâu ăn biểu bì lá | vết trắng trên lá,Ảnh chứa phần lớn phiến lá và cho thấy cấu trúc lá rõ ràng. | Lá xuất hiện nhiều vệt trắng dọc theo chiều dài phiến lá do sâu Hispa. | Biểu hiện vết trắng rõ rệt trên bề mặt lá.,0.9971,0.0029,0.7768,0.92,high,hot,82,32,severe,ripening,An Giang,Độ ẩm cao làm bệnh phát triển mạnh.
dataset/raw/Hispa/IMG_20190419_114328.jpg,Hispa,Sâu Hispa,Xuất hiện nhiều vùng bạc màu trên phiến lá. | Lá bị côn trùng ăn làm mất lớp biểu bì. | Lá lúa xuất hiện nhiều vệt trắng do sâu ăn phá. | Các sọc trắng dài do sâu ăn biểu hiện rõ trên lá.,sâu ăn biểu bì lá | bề mặt lá hư hại | lá bị cào xước | lá mất màu xanh,Ảnh chứa phần lớn phiến lá và cho thấy cấu trúc lá rõ ràng. | Lá xuất hiện nhiều vệt trắng dọc theo chiều dài phiến lá do sâu Hispa. | Biểu hiện vết trắng rõ rệt trên bề mặt lá.,0.6827,0.3173,0.3867,0.92,high,sunny,69,22,severe,flowering,Dong Thap,Nhiều lá xuất hiện triệu chứng tương tự.
dataset/raw/Hispa/IMG_20190419_114410.jpg,Hispa,Sâu Hispa,Bề mặt lá xuất hiện các đường trắng kéo dài. | Phiến lá bị sâu Hispa gây hại tạo thành các sọc trắng. | Lá bị côn trùng ăn làm mất lớp biểu bì. | Các sọc trắng dài do sâu ăn biểu hiện rõ trên lá.,bề mặt lá hư hại | lá bị cào xước | vết trắng trên lá | lá mất màu xanh,Ảnh chứa phần lớn phiến lá và cho thấy cấu trúc lá rõ ràng. | Lá xuất hiện nhiều vệt trắng dọc theo chiều dài phiến lá do sâu Hispa. | Biểu hiện vết trắng rõ rệt trên bề mặt lá.,0.9082,0.0918,0.7738,0.92,high,hot,86,34,severe,ripening,Long An,Cây sinh trưởng chậm hơn bình thường.
dataset/raw/Hispa/IMG_20190419_114417.jpg,Hispa,Sâu Hispa,Xuất hiện nhiều vùng bạc màu trên phiến lá. | Phiến lá bị sâu Hispa gây hại tạo thành các sọc trắng. | Bề mặt lá xuất hiện các đường trắng kéo dài. | Lá được chụp trên nền trắng giúp quan sát tổn thương rõ hơn. | Các sọc trắng dài do sâu ăn biểu hiện rõ trên lá.,lá mất màu xanh | vết trắng trên lá | bề mặt lá hư hại | lá bị cào xước,Phiến lá được chụp rõ ràng trên nền sáng trắng. | Ảnh chứa phần lớn phiến lá và cho thấy cấu trúc lá rõ ràng. | Lá xuất hiện nhiều vệt trắng dọc theo chiều dài phiến lá do sâu Hispa. | Biểu hiện vết trắng rõ rệt trên bề mặt lá.,0.6394,0.3606,0.5643,0.92,high,hot,79,27,severe,seedling,Can Tho,Bệnh xuất hiện sau nhiều ngày ẩm ướt.
dataset/raw/Hispa/IMG_20190419_114451.jpg,Hispa,Sâu Hispa,Xuất hiện nhiều vùng bạc màu trên phiến lá. | Lá lúa xuất hiện nhiều vệt trắng do sâu ăn phá. | Lá bị côn trùng ăn làm mất lớp biểu bì. | Các sọc trắng dài do sâu ăn biểu hiện rõ trên lá.,vết trắng trên lá | lá mất màu xanh | lá bị cào xước | sâu ăn biểu bì lá,Ảnh chứa phần lớn phiến lá và cho thấy cấu trúc lá rõ ràng. | Lá xuất hiện nhiều vệt trắng dọc theo chiều dài phiến lá do sâu Hispa. | Biểu hiện vết trắng rõ rệt trên bề mặt lá.,0.9827,0.0173,0.6104,0.92,high,sunny,89,25,severe,booting,Hai Duong,Ruộng có dấu hiệu lây lan.
dataset/raw/Hispa/IMG_20190419_114500.jpg,Hispa,Sâu Hispa,Lá lúa xuất hiện nhiều vệt trắng do sâu ăn phá. | Lá bị côn trùng ăn làm mất lớp biểu bì. | Phiến lá bị sâu Hispa gây hại tạo thành các sọc trắng. | Các sọc trắng dài do sâu ăn biểu hiện rõ trên lá.,sâu ăn biểu bì lá | bề mặt lá hư hại | lá bị cào xước | vết trắng trên lá,Ảnh chứa phần lớn phiến lá và cho thấy cấu trúc lá rõ ràng. | Lá xuất hiện nhiều vệt trắng dọc theo chiều dài phiến lá do sâu Hispa. | Biểu hiện vết trắng rõ rệt trên bề mặt lá.,0.964,0.036,0.7118,0.92,high,dry,82,32,severe,seedling,Long An,Bệnh xuất hiện sau nhiều ngày ẩm ướt.
dataset/raw/Hispa/IMG_20190419_114834.jpg,Hispa,Sâu Hispa,Lá lúa xuất hiện nhiều vệt trắng do sâu ăn phá. | Phiến lá bị sâu Hispa gây hại tạo thành các sọc trắng. | Lá có dấu hiệu bị sâu phá hoại nghiêm trọng. | Các sọc trắng dài do sâu ăn biểu hiện rõ trên lá.,vết trắng trên lá | bề mặt lá hư hại | lá bị cào xước | lá mất màu xanh,Ảnh chứa phần lớn phiến lá và cho thấy cấu trúc lá rõ ràng. | Lá xuất hiện nhiều vệt trắng dọc theo chiều dài phiến lá do sâu Hispa. | Biểu hiện vết trắng rõ rệt trên bề mặt lá.,0.9816,0.0184,0.6839,0.92,high,sunny,68,33,severe,seedling,Soc Trang,Nhiều lá xuất hiện triệu chứng tương tự.
dataset/raw/Hispa/IMG_20190419_114949.jpg,Hispa,Sâu Hispa,Lá bị côn trùng ăn làm mất lớp biểu bì. | Xuất hiện nhiều vùng bạc màu trên phiến lá. | Bề mặt lá xuất hiện các đường trắng kéo dài. | Các sọc trắng dài do sâu ăn biểu hiện rõ trên lá.,lá bị cào xước | sâu ăn biểu bì lá | lá mất màu xanh | bề mặt lá hư hại,Ảnh chứa phần lớn phiến lá và cho thấy cấu trúc lá rõ ràng. | Lá xuất hiện nhiều vệt trắng dọc theo chiều dài phiến lá do sâu Hispa. | Biểu hiện vết trắng rõ rệt trên bề mặt lá.,0.9937,0.0063,0.7121,0.92,high,sunny,89,31,severe,booting,Long An,Ruộng có dấu hiệu lây lan.
dataset/raw/Hispa/IMG_20190419_114953.jpg,Hispa,Sâu Hispa,Lá bị côn trùng ăn làm mất lớp biểu bì. | Bề mặt lá xuất hiện các đường trắng kéo dài. | Phiến lá bị sâu Hispa gây hại tạo thành các sọc trắng. | Các sọc trắng dài do sâu ăn biểu hiện rõ trên lá.,bề mặt lá hư hại | vết trắng trên lá | sâu ăn biểu bì lá | lá mất màu xanh,Ảnh chứa phần lớn phiến lá và cho thấy cấu trúc lá rõ ràng. | Lá xuất hiện nhiều vệt trắng dọc theo chiều dài phiến lá do sâu Hispa. | Biểu hiện vết trắng rõ rệt trên bề mặt lá.,0.9855,0.0145,0.4787,0.92,high,sunny,82,31,severe,seedling,Soc Trang,Độ ẩm cao làm bệnh phát triển mạnh.
dataset/raw/Hispa/IMG_20190419_115003.jpg,Hispa,Sâu Hispa,Lá có dấu hiệu bị sâu phá hoại nghiêm trọng. | Lá lúa xuất hiện nhiều vệt trắng do sâu ăn phá. | Bề mặt lá xuất hiện các đường trắng kéo dài. | Lá được chụp trên nền trắng giúp quan sát tổn thương rõ hơn. | Các sọc trắng dài do sâu ăn biểu hiện rõ trên lá.,vết trắng trên lá | sâu ăn biểu bì lá | bề mặt lá hư hại | lá mất màu xanh,Phiến lá được chụp rõ ràng trên nền sáng trắng. | Ảnh chứa phần lớn phiến lá và cho thấy cấu trúc lá rõ ràng. | Lá xuất hiện nhiều vệt trắng dọc theo chiều dài phiến lá do sâu Hispa. | Biểu hiện vết trắng rõ rệt trên bề mặt lá.,0.694,0.306,0.5392,0.92,high,hot,84,36,severe,tillering,Can Tho,Triệu chứng lan nhanh trên ruộng.
dataset/raw/Hispa/IMG_20190419_115028.jpg,Hispa,Sâu Hispa,Lá lúa xuất hiện nhiều vệt trắng do sâu ăn phá. | Xuất hiện nhiều vùng bạc màu trên phiến lá. | Lá có dấu hiệu bị sâu phá hoại nghiêm trọng. | Các sọc trắng dài do sâu ăn biểu hiện rõ trên lá.,vết trắng trên lá | bề mặt lá hư hại | lá bị cào xước | lá mất màu xanh,Ảnh chứa phần lớn phiến lá và cho thấy cấu trúc lá rõ ràng. | Lá xuất hiện nhiều vệt trắng dọc theo chiều dài phiến lá do sâu Hispa. | Biểu hiện vết trắng rõ rệt trên bề mặt lá.,0.7173,0.2827,0.152,0.92,high,dry,78,27,severe,seedling,Soc Trang,Bệnh xuất hiện ở nhiều vị trí trên ruộng.
dataset/raw/Hispa/IMG_20190419_115032.jpg,Hispa,Sâu Hispa,Lá có dấu hiệu bị sâu phá hoại nghiêm trọng. | Lá bị côn trùng ăn làm mất lớp biểu bì. | Lá lúa xuất hiện nhiều vệt trắng do sâu ăn phá. | Các sọc trắng dài do sâu ăn biểu hiện rõ trên lá.,vết trắng trên lá | lá mất màu xanh | lá bị cào xước | bề mặt lá hư hại,Ảnh chứa phần lớn phiến lá và cho thấy cấu trúc lá rõ ràng. | Lá xuất hiện nhiều vệt trắng dọc theo chiều dài phiến lá do sâu Hispa. | Biểu hiện vết trắng rõ rệt trên bề mặt lá.,0.785,0.215,0.6403,0.92,high,dry,79,27,severe,booting,Can Tho,Ruộng có dấu hiệu lây lan.
dataset/raw/Hispa/IMG_20190419_115039.jpg,Hispa,Sâu Hispa,Lá bị côn trùng ăn làm mất lớp biểu bì. | Lá lúa xuất hiện nhiều vệt trắng do sâu ăn phá. | Phiến lá bị sâu Hispa gây hại tạo thành các sọc trắng. | Các sọc trắng dài do sâu ăn biểu hiện rõ trên lá.,bề mặt lá hư hại | lá mất màu xanh | vết trắng trên lá | sâu ăn biểu bì lá,Ảnh chứa phần lớn phiến lá và cho thấy cấu trúc lá rõ ràng. | Lá xuất hiện nhiều vệt trắng dọc theo chiều dài phiến lá do sâu Hispa. | Biểu hiện vết trắng rõ rệt trên bề mặt lá.,0.7579,0.2421,0.4054,0.92,high,dry,89,25,severe,tillering,Dong Thap,Cây sinh trưởng chậm hơn bình thường.
dataset/raw/Hispa/IMG_20190419_115314.jpg,Hispa,Sâu Hispa,Phiến lá bị sâu Hispa gây hại tạo thành các sọc trắng. | Lá bị côn trùng ăn làm mất lớp biểu bì. | Lá lúa xuất hiện nhiều vệt trắng do sâu ăn phá. | Các sọc trắng dài do sâu ăn biểu hiện rõ trên lá.,bề mặt lá hư hại | lá bị cào xước | sâu ăn biểu bì lá | vết trắng trên lá,Ảnh chứa phần lớn phiến lá và cho thấy cấu trúc lá rõ ràng. | Lá xuất hiện nhiều vệt trắng dọc theo chiều dài phiến lá do sâu Hispa. | Biểu hiện vết trắng rõ rệt trên bề mặt lá.,0.7236,0.2764,0.2798,0.92,high,hot,70,34,severe,flowering,Soc Trang,Triệu chứng lan nhanh trên ruộng.
dataset/raw/Hispa/IMG_20190419_115318.jpg,Hispa,Sâu Hispa,Xuất hiện nhiều vùng bạc màu trên phiến lá. | Phiến lá bị sâu Hispa gây hại tạo thành các sọc trắng. | Lá lúa xuất hiện nhiều vệt trắng do sâu ăn phá. | Các sọc trắng dài do sâu ăn biểu hiện rõ trên lá.,lá mất màu xanh | vết trắng trên lá | lá bị cào xước | bề mặt lá hư hại,Ảnh chứa phần lớn phiến lá và cho thấy cấu trúc lá rõ ràng. | Lá xuất hiện nhiều vệt trắng dọc theo chiều dài phiến lá do sâu Hispa. | Biểu hiện vết trắng rõ rệt trên bề mặt lá.,0.8713,0.1287,0.3965,0.92,high,dry,70,22,severe,ripening,Thai Binh,Bệnh xuất hiện ở nhiều vị trí trên ruộng.
dataset/raw/Hispa/IMG_20190419_123848.jpg,Hispa,Sâu Hispa,Bề mặt lá xuất hiện các đường trắng kéo dài. | Lá có dấu hiệu bị sâu phá hoại nghiêm trọng. | Lá lúa xuất hiện nhiều vệt trắng do sâu ăn phá. | Các sọc trắng dài do sâu ăn biểu hiện rõ trên lá.,bề mặt lá hư hại | vết trắng trên lá | lá bị cào xước | lá mất màu xanh,Ảnh chứa phần lớn phiến lá và cho thấy cấu trúc lá rõ ràng. | Lá xuất hiện nhiều vệt trắng dọc theo chiều dài phiến lá do sâu Hispa. | Biểu hiện vết trắng rõ rệt trên bề mặt lá.,0.8257,0.1743,0.6115,0.92,high,hot,81,23,severe,flowering,Dong Thap,Bệnh xuất hiện sau nhiều ngày ẩm ướt.
dataset/raw/Hispa/IMG_20190419_123858.jpg,Hispa,Sâu Hispa,Bề mặt lá xuất hiện các đường trắng kéo dài. | Phiến lá bị sâu Hispa gây hại tạo thành các sọc trắng. | Lá lúa xuất hiện nhiều vệt trắng do sâu ăn phá. | Các sọc trắng dài do sâu ăn biểu hiện rõ trên lá.,sâu ăn biểu bì lá | bề mặt lá hư hại | lá bị cào xước | vết trắng trên lá,Ảnh chứa phần lớn phiến lá và cho thấy cấu trúc lá rõ ràng. | Lá xuất hiện nhiều vệt trắng dọc theo chiều dài phiến lá do sâu Hispa. | Biểu hiện vết trắng rõ rệt trên bề mặt lá.,0.8923,0.1077,0.7067,0.92,high,dry,74,32,severe,seedling,Hai Duong,Ruộng có dấu hiệu lây lan.
dataset/raw/Hispa/IMG_20190419_123903.jpg,Hispa,Sâu Hispa,Lá bị côn trùng ăn làm mất lớp biểu bì. | Bề mặt lá xuất hiện các đường trắng kéo dài. | Xuất hiện nhiều vùng bạc màu trên phiến lá. | Lá được chụp trên nền trắng giúp quan sát tổn thương rõ hơn. | Các sọc trắng dài do sâu ăn biểu hiện rõ trên lá.,vết trắng trên lá | sâu ăn biểu bì lá | bề mặt lá hư hại | lá bị cào xước,Phiến lá được chụp rõ ràng trên nền sáng trắng. | Ảnh chứa phần lớn phiến lá và cho thấy cấu trúc lá rõ ràng. | Lá xuất hiện nhiều vệt trắng dọc theo chiều dài phiến lá do sâu Hispa. | Biểu hiện vết trắng rõ rệt trên bề mặt lá.,0.6159,0.3841,0.5012,0.92,high,hot,69,22,severe,tillering,Can Tho,Ruộng có dấu hiệu lây lan.
dataset/raw/Hispa/IMG_20190419_124607.jpg,Hispa,Sâu Hispa,Bề mặt lá xuất hiện các đường trắng kéo dài. | Lá bị côn trùng ăn làm mất lớp biểu bì. | Xuất hiện nhiều vùng bạc màu trên phiến lá. | Các sọc trắng dài do sâu ăn biểu hiện rõ trên lá.,vết trắng trên lá | lá bị cào xước | lá mất màu xanh | sâu ăn biểu bì lá,Ảnh chứa phần lớn phiến lá và cho thấy cấu trúc lá rõ ràng. | Lá xuất hiện nhiều vệt trắng dọc theo chiều dài phiến lá do sâu Hispa. | Biểu hiện vết trắng rõ rệt trên bề mặt lá.,0.994,0.006,0.7852,0.92,high,sunny,75,26,severe,tillering,Dong Thap,Nhiều lá xuất hiện triệu chứng tương tự.
dataset/raw/Hispa/IMG_20190419_124629.jpg,Hispa,Sâu Hispa,"Lá lúa xuất hiện nhiều vệt trắng do sâu ăn phá. | Xuất hiện nhiều vùng bạc màu trên phiến lá. | Phiến lá bị sâu Hispa gây hại tạo thành các sọc trắng. | Các sọc trắng dài do sâu ăn biểu hiện rõ trên lá. | Ảnh cho thấy cận cảnh phần lá, nhấn mạnh tổn thương và cấu trúc mô lá.",bề mặt lá hư hại | vết trắng trên lá | lá mất màu xanh | sâu ăn biểu bì lá,Ảnh chụp cận cảnh một phần phiến lá. | Lá xuất hiện nhiều vệt trắng dọc theo chiều dài phiến lá do sâu Hispa. | Biểu hiện vết trắng rõ rệt trên bề mặt lá.,0.3509,0.6491,0.0364,0.92,high,dry,61,33,moderate,booting,Soc Trang,Ruộng có dấu hiệu lây lan.
dataset/raw/Hispa/IMG_20190419_124708.jpg,Hispa,Sâu Hispa,Lá bị côn trùng ăn làm mất lớp biểu bì. | Lá lúa xuất hiện nhiều vệt trắng do sâu ăn phá. | Xuất hiện nhiều vùng bạc màu trên phiến lá. | Các sọc trắng dài do sâu ăn biểu hiện rõ trên lá.,lá bị cào xước | lá mất màu xanh | sâu ăn biểu bì lá | bề mặt lá hư hại,Ảnh chụp cận cảnh một phần phiến lá. | Lá xuất hiện nhiều vệt trắng dọc theo chiều dài phiến lá do sâu Hispa. | Biểu hiện vết trắng rõ rệt trên bề mặt lá.,0.4476,0.5524,0.0209,0.92,high,sunny,65,36,moderate,seedling,Hai Duong,Tình trạng bệnh tăng nhanh trong tuần qua.
dataset/raw/Hispa/IMG_20190419_124719.jpg,Hispa,Sâu Hispa,Lá lúa xuất hiện nhiều vệt trắng do sâu ăn phá. | Lá bị côn trùng ăn làm mất lớp biểu bì. | Phiến lá bị sâu Hispa gây hại tạo thành các sọc trắng. | Lá được chụp trên nền trắng giúp quan sát tổn thương rõ hơn. | Các sọc trắng dài do sâu ăn biểu hiện rõ trên lá.,sâu ăn biểu bì lá | lá bị cào xước | vết trắng trên lá | lá mất màu xanh,Phiến lá được chụp rõ ràng trên nền sáng trắng. | Ảnh chụp cận cảnh một phần phiến lá. | Lá xuất hiện nhiều vệt trắng dọc theo chiều dài phiến lá do sâu Hispa. | Biểu hiện vết trắng rõ rệt trên bề mặt lá.,0.4766,0.5234,0.2753,0.92,high,hot,89,31,severe,tillering,An Giang,Nhiều lá xuất hiện triệu chứng tương tự.
dataset/raw/Hispa/IMG_20190419_124727.jpg,Hispa,Sâu Hispa,Xuất hiện nhiều vùng bạc màu trên phiến lá. | Phiến lá bị sâu Hispa gây hại tạo thành các sọc trắng. | Lá có dấu hiệu bị sâu phá hoại nghiêm trọng. | Các sọc trắng dài do sâu ăn biểu hiện rõ trên lá.,sâu ăn biểu bì lá | vết trắng trên lá | lá mất màu xanh | lá bị cào xước,Ảnh chứa phần lớn phiến lá và cho thấy cấu trúc lá rõ ràng. | Lá xuất hiện nhiều vệt trắng dọc theo chiều dài phiến lá do sâu Hispa. | Biểu hiện vết trắng rõ rệt trên bề mặt lá.,0.9844,0.0156,0.6893,0.92,high,hot,65,33,severe,seedling,Dong Thap,Ruộng có dấu hiệu lây lan.
dataset/raw/Hispa/IMG_20190419_124736.jpg,Hispa,Sâu Hispa,Lá lúa xuất hiện nhiều vệt trắng do sâu ăn phá. | Lá có dấu hiệu bị sâu phá hoại nghiêm trọng. | Bề mặt lá xuất hiện các đường trắng kéo dài. | Các sọc trắng dài do sâu ăn biểu hiện rõ trên lá.,sâu ăn biểu bì lá | lá mất màu xanh | vết trắng trên lá | lá bị cào xước,Ảnh chứa phần lớn phiến lá và cho thấy cấu trúc lá rõ ràng. | Lá xuất hiện nhiều vệt trắng dọc theo chiều dài phiến lá do sâu Hispa. | Biểu hiện vết trắng rõ rệt trên bề mặt lá.,0.9281,0.0719,0.5778,0.92,high,dry,88,25,severe,flowering,An Giang,Tình trạng bệnh tăng nhanh trong tuần qua.
dataset/raw/Hispa/IMG_20190419_124748.jpg,Hispa,Sâu Hispa,Phiến lá bị sâu Hispa gây hại tạo thành các sọc trắng. | Lá lúa xuất hiện nhiều vệt trắng do sâu ăn phá. | Bề mặt lá xuất hiện các đường trắng kéo dài. | Các sọc trắng dài do sâu ăn biểu hiện rõ trên lá.,bề mặt lá hư hại | lá bị cào xước | lá mất màu xanh | sâu ăn biểu bì lá,Ảnh chứa phần lớn phiến lá và cho thấy cấu trúc lá rõ ràng. | Lá xuất hiện nhiều vệt trắng dọc theo chiều dài phiến lá do sâu Hispa. | Biểu hiện vết trắng rõ rệt trên bề mặt lá.,0.8977,0.1023,0.467,0.92,high,dry,78,27,severe,ripening,Nam Dinh,Nhiều lá xuất hiện triệu chứng tương tự.
dataset/raw/Hispa/IMG_20190419_124756.jpg,Hispa,Sâu Hispa,Xuất hiện nhiều vùng bạc màu trên phiến lá. | Lá có dấu hiệu bị sâu phá hoại nghiêm trọng. | Lá lúa xuất hiện nhiều vệt trắng do sâu ăn phá. | Các sọc trắng dài do sâu ăn biểu hiện rõ trên lá.,bề mặt lá hư hại | sâu ăn biểu bì lá | lá bị cào xước | lá mất màu xanh,Ảnh chứa phần lớn phiến lá và cho thấy cấu trúc lá rõ ràng. | Lá xuất hiện nhiều vệt trắng dọc theo chiều dài phiến lá do sâu Hispa. | Biểu hiện vết trắng rõ rệt trên bề mặt lá.,0.8828,0.1172,0.1506,0.92,high,sunny,68,34,severe,flowering,Long An,Tình trạng bệnh tăng nhanh trong tuần qua.
dataset/raw/Hispa/IMG_20190419_124803.jpg,Hispa,Sâu Hispa,Lá lúa xuất hiện nhiều vệt trắng do sâu ăn phá. | Phiến lá bị sâu Hispa gây hại tạo thành các sọc trắng. | Lá có dấu hiệu bị sâu phá hoại nghiêm trọng. | Các sọc trắng dài do sâu ăn biểu hiện rõ trên lá.,lá bị cào xước | vết trắng trên lá | lá mất màu xanh | bề mặt lá hư hại,Ảnh chụp cận cảnh một phần phiến lá. | Lá xuất hiện nhiều vệt trắng dọc theo chiều dài phiến lá do sâu Hispa. | Biểu hiện vết trắng rõ rệt trên bề mặt lá.,0.4672,0.5328,0.0971,0.92,high,hot,80,30,severe,flowering,Dong Thap,Bệnh xuất hiện ở nhiều vị trí trên ruộng.
